,user_id,product_id,count
0,147459,40706,3.30211956093
1,147459,9604,0.0
2,147459,23719,0.0
3,147459,18923,0.0
4,147459,19660,5.45622143514
5,147459,47792,2.5
6,147459,47029,3.84556906269
7,147459,39928,3.48288246167
8,147459,35547,3.21973193687
9,147459,4799,2.78311694044
10,40968,20384,0.0
11,40968,26209,3.15959155028
12,40968,12290,0.0
13,40968,41220,1.42791823519
14,40968,38693,2.0
15,40968,44422,5.66739652617
16,40968,41319,1.0
17,40968,28842,1.37492164465
18,40968,28849,1.0
19,40968,31506,3.16248131185
20,40968,1203,1.0
21,40968,19508,3.50540939283
22,40968,37524,1.59686162303
23,40968,35898,3.49209245568
24,40968,41787,1.75890391326
25,40968,34108,0.0
26,40968,26842,1.0
27,180235,28289,2.55860744897
28,180235,17794,2.97017041608
29,180235,9092,1.50305378782
30,180235,39561,7.0
31,180235,17044,2.0
32,180235,47766,7.10714300157
33,180235,45977,0.0
34,180235,30489,2.43524280126
35,180235,17691,0.0
36,180235,42265,3.32166752784
37,180235,16797,1.68788711032
38,180235,6000,0.0
39,180235,41149,1.0
40,180235,46667,1.32990393609
41,180235,17758,2.0
42,180235,42719,0.0
43,180235,45671,0.0
44,180235,19048,2.98244032196
45,180235,8174,1.29016716454
46,180235,42736,1.65861700596
47,180235,14462,0.0
48,180235,10132,0.0
49,180235,20734,2.50578405585
50,139276,33120,1.3218599473
51,139276,14720,1.0
52,139276,13249,2.32989433534
53,139276,10724,0.0
54,139276,28918,1.0
55,139276,8006,0.0
56,139276,5479,4.0
57,139276,25705,1.0
58,139276,31371,1.0
59,139276,5646,1.0
60,139276,32369,3.01170064615
61,139276,30599,0.0
62,139276,8988,1.0
63,139276,40310,2.99955127453
64,139276,1700,3.0
65,139276,46138,0.0
66,139276,10908,0.0
67,122899,14112,0.0
68,122899,33750,0.0
69,122899,14833,3.0
70,122899,33768,7.96382511894
71,122899,23821,2.0
72,122899,31918,0.0
73,122899,47823,0.0
74,122899,18993,0.0
75,122899,3957,11.5912889456
76,122899,35734,1.39676690721
77,122899,24184,2.38027275239
78,122899,49157,0.0
79,57364,1025,1.0
80,57364,40706,2.00486099584
81,57364,2825,5.50749126532
82,57364,47626,3.26536193842
83,57364,37646,5.75813069849
84,57364,38159,1.75394456807
85,57364,31506,2.75151623104
86,57364,24852,5.03604974796
87,57364,47766,2.2065700505
88,57364,48795,1.0
89,57364,21405,1.32724427131
90,57364,38689,2.33867767979
91,57364,162,0.0
92,57364,33198,4.37481873797
93,57364,41658,2.01712978941
94,57364,41787,6.31936406252
95,57364,4799,1.39119871357
96,57364,45504,1.98106298944
97,57364,45633,1.50532576436
98,57364,31683,1.0
99,57364,39877,4.1381142314
100,57364,23622,1.33874468182
101,57364,41676,0.0
102,57364,2124,0.0
103,57364,5077,3.17561918114
104,57364,15576,0.0
105,57364,40396,3.00750666316
106,57364,26209,3.1743495305
107,57364,22504,1.0
108,57364,5612,2.0
109,57364,17395,0.0
110,57364,33527,0.0
111,57364,10749,2.62934343971
112,146094,19488,2.43313007703
113,146094,27344,4.46980060699
114,146094,27370,0.0
115,146094,22476,1.0
116,146094,47357,1.0
117,146094,24816,0.0
118,146094,20947,0.0
119,146094,34969,2.52534838588
120,146094,39132,2.89672167866
121,146094,45258,1.0
122,146094,31966,0.0
123,122908,24964,3.37281369899
124,122908,30204,0.0
125,122908,25610,0.0
126,122908,39182,0.0
127,122908,3988,0.0
128,122908,41909,1.42629394205
129,122908,7704,2.89759299996
130,122908,28985,2.85540414694
131,122908,14332,1.0
132,122908,15775,0.0
133,98340,45633,1.75568271128
134,98340,43076,1.0
135,98340,25450,0.0
136,98340,7948,1.84391046604
137,98340,7021,1.15803923529
138,98340,35887,3.16667658329
139,98340,26384,2.62582538874
140,98340,25683,1.0
141,98340,37524,3.21095773799
142,98340,5785,11.3680305551
143,98340,13176,9.22529007973
144,98340,16772,1.0
145,98340,4367,4.50109375441
146,98340,26940,3.66184217504
147,98340,4799,3.32125958496
148,98340,37076,0.0
149,98349,26096,1.40699489296
150,98349,40706,3.45079346757
151,98349,38739,1.0
152,98349,21903,6.51078550671
153,48,21616,2.18214343632
154,48,8518,2.68962868293
155,48,4455,0.0
156,48,33000,3.15563999603
157,48,37065,1.0
158,48,4855,5.0
159,48,43662,1.24314586855
160,48,43165,8.1684564463
161,48,42768,1.77556147324
162,48,49683,2.59951003618
163,48,5621,1.0
164,48,25879,0.0
165,48,43961,2.79748804535
166,48,20339,0.0
167,48,34012,0.0
168,48,11453,0.0
169,106504,5250,1.0
170,106504,39275,2.17123091286
171,106504,644,0.0
172,106504,10246,1.0
173,106504,48775,1.5
174,106504,31880,0.0
175,106504,20492,0.0
176,106504,40706,2.11873599425
177,106504,35986,1.0
178,106504,34243,9.84172634427
179,106504,35221,1.66339157864
180,106504,11926,1.0
181,106504,22935,1.59672699256
182,106504,36764,1.0
183,106504,1693,0.0
184,106504,26915,0.0
185,106504,25767,0.0
186,106504,2091,1.0
187,106504,21295,1.67434960682
188,106504,19248,0.0
189,106504,21938,1.72720215279
190,106504,5491,1.0
191,106504,46900,0.0
192,106504,34292,0.0
193,106504,4799,1.57504757501
194,106504,7361,0.0
195,106504,33731,2.59781654356
196,106504,22035,4.00092200944
197,106504,31433,1.0
198,106504,17355,0.0
199,106504,27086,2.31840656358
200,106504,29263,0.0
201,106504,45646,1.49941820161
202,106504,37464,1.0
203,106504,42585,2.82938621016
204,106504,37594,0.0
205,106504,32463,0.0
206,106504,5212,11.0
207,106504,23517,1.0
208,106504,41951,0.0
209,106504,46075,0.0
210,106504,33636,3.73731588434
211,106504,33000,2.2877161071
212,106504,19691,1.33630771493
213,106504,41053,0.0
214,106504,29447,0.0
215,106504,24561,8.05647173635
216,106504,49683,5.33153012692
217,106504,42356,1.0
218,106504,5240,1.0
219,106504,10106,0.0
220,106504,3007,1.48305511295
221,106504,605,0.0
222,16437,38689,1.99509682321
223,16437,40706,2.01265476795
224,16437,204,1.0
225,16437,33043,1.32733547058
226,16437,4920,5.26544788499
227,16437,26201,0.0
228,196667,13536,1.0
229,196667,24043,0.0
230,196667,37892,0.0
231,196667,29334,0.0
232,196667,47626,3.04933006958
233,196667,15115,0.0
234,196667,38383,2.97878335984
235,196667,5782,1.0
236,196667,24184,2.54939873808
237,196667,15290,1.47497013547
238,196667,16797,3.99003996675
239,196667,32734,2.23849980805
240,172092,31136,0.0
241,172092,38817,4.0
242,172092,33827,0.0
243,172092,31081,0.0
244,172092,12427,0.0
245,172092,27726,0.0
246,172092,8049,0.0
247,172092,14325,0.0
248,172092,36822,0.0
249,172092,35320,0.0
250,180285,23554,0.0
251,180285,3145,0.0
252,180285,32177,0.0
253,180285,11250,0.0
254,180285,39732,0.0
255,180285,47734,0.0
256,41026,1025,2.0
257,41026,44548,1.0
258,41026,28165,0.0
259,41026,47231,5.0
260,41026,23815,0.0
261,41026,45066,2.89938130571
262,41026,3339,1.0
263,41026,39180,1.0
264,41026,16525,0.0
265,41026,17038,0.0
266,41026,21137,1.85860587793
267,41026,31506,1.59837941871
268,41026,42900,0.0
269,41026,44053,1.49851868091
270,41026,8728,0.0
271,41026,22170,0.0
272,41026,21019,1.0
273,41026,47260,0.0
274,41026,40858,0.0
275,41026,25630,1.0
276,41026,20767,0.0
277,41026,28577,2.0
278,41026,8091,0.0
279,41026,22825,1.751603985
280,41026,12807,0.0
281,41026,4920,1.71241229986
282,41026,5168,0.0
283,41026,32946,0.0
284,41026,691,0.0
285,41026,19125,1.0
286,41026,33718,0.0
287,41026,38456,1.73469497971
288,41026,44985,0.0
289,41026,35898,1.0
290,41026,41787,1.40199949332
291,41026,31242,0.0
292,41026,12341,1.49954509004
293,41026,8697,0.0
294,41026,39094,0.0
295,41026,38689,2.65694414177
296,41026,32585,0.0
297,41026,1354,0.0
298,41026,42701,1.0
299,41026,40910,0.0
300,41026,15567,0.0
301,41026,17872,2.98723099562
302,41026,29265,0.0
303,41026,23809,0.0
304,41026,27662,0.0
305,41026,21463,0.0
306,41026,44961,0.0
307,41026,34335,0.0
308,41026,12121,0.0
309,41026,37455,0.0
310,41026,2651,1.0
311,41026,1695,1.0
312,41026,47965,0.0
313,41026,41950,1.0
314,41026,27104,1.574170175
315,41026,97,3.0
316,41026,18811,1.0
317,41026,34916,0.0
318,41026,47185,2.0
319,41026,8424,1.83456062054
320,41026,233,0.0
321,41026,21607,0.0
322,41026,2962,0.0
323,41026,47087,0.0
324,41026,35568,0.0
325,41026,4210,13.4768589348
326,41026,35687,0.0
327,41026,39408,2.32910703748
328,41026,8694,0.0
329,41026,48865,0.0
330,41026,19156,1.0
331,41026,40571,0.0
332,41026,28156,0.0
333,41026,15613,10.0
334,41026,43262,0.0
335,41026,5077,1.0
336,163907,20738,4.64620297744
337,163907,46595,0.0
338,163907,3990,2.49149489446
339,163907,35846,0.0
340,163907,34829,0.0
341,163907,47120,0.0
342,163907,23313,0.0
343,163907,33134,0.0
344,163907,47766,3.48989871428
345,163907,9239,0.0
346,163907,20378,1.91775580351
347,163907,41178,0.0
348,163907,49054,1.0
349,163907,32133,0.0
350,163907,11526,4.31773074619
351,163907,26246,0.0
352,163907,10151,1.0
353,163907,9564,0.0
354,163907,16170,0.0
355,163907,5807,0.0
356,163907,46513,1.0
357,163907,27698,0.0
358,163907,12980,2.27432905606
359,163907,18334,0.0
360,163907,16262,16.0
361,163907,4795,0.0
362,163907,19389,1.0
363,163907,49030,1.0
364,163907,31681,1.0
365,163907,31683,1.2563470333
366,163907,54,0.0
367,163907,15175,0.0
368,163907,47817,0.0
369,163907,36534,0.0
370,163907,7483,1.49412061063
371,163907,37867,0.0
372,163907,16214,0.0
373,163907,22617,0.0
374,163907,25562,1.0
375,163907,30939,0.0
376,163907,7644,1.0
377,163907,15269,1.0
378,163907,31584,0.0
379,163907,36962,1.66225595607
380,163907,27323,1.23733398096
381,163907,32102,0.0
382,163907,7146,0.0
383,163907,29095,1.66215877821
384,163907,20590,1.49623187141
385,163907,43371,1.0
386,163907,32888,0.0
387,163907,46843,0.0
388,98372,20518,0.0
389,98372,24135,0.0
390,98372,21516,0.0
391,98372,9434,0.0
392,98372,8571,7.0
393,98372,31805,1.0
394,24646,31553,1.0
395,24646,20580,1.0
396,24646,31717,1.42407867502
397,24646,28289,6.56651107958
398,24646,19240,2.0
399,24646,30953,0.0
400,24646,13176,4.39077114868
401,24646,16759,2.19240694242
402,24646,23288,0.0
403,24646,21019,2.66666666667
404,24646,13629,2.69725751456
405,24646,39071,1.0
406,155721,20871,0.0
407,155721,649,0.0
408,155721,27275,0.0
409,155721,43409,1.0
410,155721,27796,1.94876320991
411,155721,5782,0.0
412,155721,47006,0.0
413,155721,40486,0.0
414,155721,46251,0.0
415,155721,43693,4.0
416,155721,1969,0.0
417,155721,1463,8.92991730697
418,155721,46522,1.0
419,155721,42043,0.0
420,155721,49605,0.0
421,155721,3274,1.0
422,155721,48587,0.0
423,155721,22751,0.0
424,155721,30353,1.0
425,155721,12905,0.0
426,155721,9837,1.0
427,155721,23410,0.0
428,155721,14197,1.0
429,155721,41591,1.0
430,155721,19604,1.0
431,155721,4986,0.0
432,21858,5025,2.42728046548
433,21858,41220,4.91923342037
434,21858,22497,1.0
435,21858,42475,0.0
436,21858,42220,1.0
437,21858,6735,0.0
438,21858,20082,2.49480591653
439,21858,32211,0.0
440,21858,41844,1.50302809692
441,21858,15541,0.0
442,21858,2295,1.62853756301
443,21858,42360,0.0
444,21858,28634,0.0
445,21858,32047,1.0
446,21858,24382,1.0
447,21858,40063,2.6901720498
448,65616,7912,0.0
449,65616,8589,0.0
450,65616,48791,0.0
451,32863,22400,0.0
452,32863,23680,0.0
453,32863,40706,1.24534423367
454,32863,46979,1.98461359926
455,32863,43014,0.0
456,32863,22922,1.0
457,32863,44683,1.4925284801
458,32863,19724,0.0
459,32863,14455,0.0
460,32863,29328,1.0
461,32863,45073,0.0
462,32863,20114,1.65395223863
463,32863,49683,3.93145436621
464,32863,18708,0.0
465,32863,32151,0.0
466,32863,21529,0.0
467,32863,44570,1.99214618873
468,32863,47131,0.0
469,32863,44830,0.0
470,32863,3999,2.0
471,32863,15008,4.0
472,32863,13988,0.0
473,32863,38312,0.0
474,32863,34012,4.0
475,32863,40363,0.0
476,32863,32940,0.0
477,32863,12845,2.0
478,32863,45870,0.0
479,32863,29487,3.97718413187
480,32863,32177,1.0
481,32863,15567,0.0
482,32863,45504,0.0
483,32863,24420,0.0
484,32863,4790,0.0
485,32863,47289,0.0
486,32863,5818,10.3142053835
487,32863,41787,2.29098260459
488,32863,6845,0.0
489,32863,27966,1.32969120555
490,32863,10176,0.0
491,32863,10305,1.0
492,32863,33986,0.0
493,32863,27531,0.0
494,32863,36164,1.0
495,32863,4086,1.0
496,32863,33352,0.0
497,32863,46667,1.32906799289
498,32863,45007,2.24756856808
499,32863,18512,0.0
500,32863,2002,0.0
501,32863,44628,1.0
502,32863,34005,0.0
503,32863,28601,0.0
504,32863,39639,0.0
505,32863,12761,1.0
506,32863,38991,0.0
507,32863,1244,0.0
508,32863,24933,0.0
509,32863,26209,1.97594473088
510,32863,44514,2.0
511,32863,35939,1.0
512,32863,29668,0.0
513,32863,23909,7.20078819866
514,32863,15592,0.0
515,32863,41065,1.0
516,32863,48239,0.0
517,32863,44396,0.0
518,32863,31506,1.0
519,32863,11520,1.0
520,32863,26735,0.0
521,32863,42483,0.0
522,32863,31915,23.8525078016
523,32863,5878,0.0
524,32863,30199,0.0
525,32863,4472,36.0
526,32863,25466,1.0
527,32863,13984,0.0
528,32863,25931,0.0
529,32863,31445,0.0
530,139370,21288,1.70431333266
531,139370,37067,4.88306282532
532,139370,42736,2.3852713301
533,139370,14678,1.541790956
534,139370,22935,2.47051969343
535,139370,6141,1.0
536,188525,12899,0.0
537,188525,196,6.93196049846
538,188525,21288,1.90837120889
539,188525,21385,3.04431765797
540,188525,21292,3.71050656186
541,188525,11759,2.57472965839
542,188525,16281,0.0
543,188525,14161,2.2868585907
544,188525,46931,0.0
545,188525,33768,3.36402480071
546,188525,3798,3.47307412269
547,188525,37687,6.30951300939
548,188525,43352,2.85695900872
549,188525,48697,2.03477362433
550,188525,16283,2.04492376987
551,188525,20940,26.0
552,8314,15649,2.0
553,8314,24964,2.13042614719
554,8314,11301,0.0
555,8314,18567,0.0
556,8314,47144,6.92632546857
557,8314,1999,1.0
558,8314,21938,1.89673521219
559,8314,24852,6.66151991306
560,8314,8021,2.23530308811
561,8314,4920,4.6385139491
562,8314,10106,1.0
563,147579,43961,3.17423663675
564,147579,18523,2.01422293693
565,147579,39719,0.0
566,147579,39035,0.0
567,147579,12481,0.0
568,82045,8834,0.0
569,82045,34262,5.21825509527
570,82045,16525,1.0
571,82045,4367,3.01341756461
